date,510300.SH,510500.SH,513500.SH,513300.SH,511260.SH,511090.SH,518880.SH
2015-01-05,2.889,4.472,0.567,1.013,97.294,93.48,2.414
2015-01-06,2.864,4.544,0.557,1.013,97.294,93.48,2.435
2015-01-07,2.863,4.547,0.554,1.013,97.294,93.48,2.445
2015-01-08,2.783,4.503,0.564,1.013,97.294,93.48,2.431
2015-01-09,2.757,4.478,0.572,1.013,97.294,93.48,2.439
2015-01-12,2.746,4.41,0.567,1.013,97.294,93.48,2.458
2015-01-13,2.739,4.475,0.561,1.013,97.294,93.48,2.471
2015-01-14,2.731,4.457,0.559,1.013,97.294,93.48,2.466
2015-01-15,2.831,4.534,0.558,1.013,97.294,93.48,2.462
2015-01-16,2.863,4.578,0.556,1.013,97.294,93.48,2.518
2015-01-19,2.497,4.369,0.558,1.013,97.294,93.48,2.567
2015-01-20,2.618,4.531,0.56,1.013,97.294,93.48,2.57
2015-01-21,2.773,4.65,0.562,1.013,97.294,93.48,2.62
2015-01-22,2.779,4.731,0.567,1.013,97.294,93.48,2.589
2015-01-23,2.796,4.684,0.576,1.013,97.294,93.48,2.607
2015-01-26,2.83,4.79,0.569,1.013,97.294,93.48,2.609
2015-01-27,2.794,4.802,0.571,1.013,97.294,93.48,2.589
2015-01-28,2.737,4.777,0.565,1.013,97.294,93.48,2.598
2015-01-29,2.7,4.746,0.558,1.013,97.294,93.48,2.585
2015-01-30,2.657,4.687,0.562,1.013,97.294,93.48,2.542
2015-02-02,2.58,4.665,0.556,1.013,97.294,93.48,2.586
2015-02-03,2.659,4.756,0.562,1.013,97.294,93.48,2.588
2015-02-04,2.62,4.731,0.567,1.013,97.294,93.48,2.56
2015-02-05,2.58,4.696,0.564,1.013,97.294,93.48,2.576
2015-02-06,2.53,4.6,0.568,1.013,97.294,93.48,2.564
2015-02-09,2.568,4.572,0.568,1.013,97.294,93.48,2.504
2015-02-10,2.635,4.631,0.565,1.013,97.294,93.48,2.514
2015-02-11,2.657,4.684,0.572,1.013,97.294,93.48,2.504
2015-02-12,2.671,4.724,0.571,1.013,97.294,93.48,2.479
2015-02-13,2.693,4.802,0.579,1.013,97.294,93.48,2.496
2015-02-16,2.722,4.902,0.58,1.013,97.294,93.48,2.498
2015-02-17,2.753,4.927,0.581,1.013,97.294,93.48,2.488
2015-02-25,2.699,4.914,0.586,1.013,97.294,93.48,2.466
2015-02-26,2.802,4.977,0.585,1.013,97.294,93.48,2.464
2015-02-27,2.795,5.03,0.585,1.013,97.294,93.48,2.465
2015-03-02,2.823,5.142,0.585,1.013,97.294,93.48,2.485
2015-03-03,2.725,5.104,0.589,1.013,97.294,93.48,2.467
2015-03-04,2.754,5.207,0.588,1.013,97.294,93.48,2.459
2015-03-05,2.724,5.195,0.587,1.013,97.294,93.48,2.449
2015-03-06,2.702,5.117,0.589,1.013,97.294,93.48,2.439
2015-03-09,2.77,5.207,0.583,1.013,97.294,93.48,2.389
2015-03-10,2.745,5.238,0.583,1.013,97.294,93.48,2.368
2015-03-11,2.75,5.235,0.573,1.013,97.294,93.48,2.369
2015-03-12,2.814,5.229,0.575,1.013,97.294,93.48,2.372
2015-03-13,2.834,5.298,0.578,1.013,97.294,93.48,2.359
2015-03-16,2.923,5.475,0.576,1.013,97.294,93.48,2.374
2015-03-17,2.97,5.553,0.581,1.013,97.294,93.48,2.358
2015-03-18,3.069,5.643,0.579,1.013,97.294,93.48,2.341
2015-03-19,3.049,5.702,0.586,1.013,97.294,93.48,2.363
2015-03-20,3.103,5.755,0.583,1.013,97.294,93.48,2.354
2015-03-23,3.181,5.986,0.587,1.013,97.294,93.48,2.374
2015-03-24,3.177,5.93,0.584,1.013,97.294,93.48,2.383
2015-03-25,3.153,5.986,0.579,1.013,97.294,93.48,2.381
2015-03-26,3.156,5.936,0.571,1.013,97.294,93.48,2.404
2015-03-27,3.186,6.036,0.572,1.013,97.294,93.48,2.406
2015-03-30,3.312,6.145,0.571,1.013,97.294,93.48,2.38
2015-03-31,3.267,6.12,0.576,1.013,97.294,93.48,2.366
2015-04-01,3.333,6.285,0.573,1.013,97.294,93.48,2.371
2015-04-02,3.327,6.4,0.573,1.013,97.294,93.48,2.397
2015-04-03,3.393,6.5,0.572,1.013,97.294,93.48,2.392
2015-04-07,3.466,6.671,0.574,1.013,97.294,93.48,2.407
2015-04-08,3.5,6.571,0.573,1.013,97.294,93.48,2.408
2015-04-09,3.469,6.537,0.573,1.013,97.294,93.48,2.385
2015-04-10,3.568,6.746,0.575,1.013,97.294,93.48,2.384
2015-04-13,3.64,6.746,0.575,1.013,97.294,93.48,2.394
2015-04-14,3.642,6.746,0.574,1.013,97.294,93.48,2.374
2015-04-15,3.605,6.586,0.574,1.013,97.294,93.48,2.368
2015-04-16,3.748,6.646,0.575,1.013,97.294,93.48,2.386
2015-04-17,3.826,6.693,0.578,1.013,97.294,93.48,2.395
2015-04-20,3.726,6.588,0.574,1.013,97.294,93.48,2.417
2015-04-21,3.821,6.832,0.579,1.013,97.294,93.48,2.399
2015-04-22,3.946,7.05,0.577,1.013,97.294,93.48,2.411
2015-04-23,3.941,7.096,0.579,1.013,97.294,93.48,2.39
2015-04-24,3.924,7.122,0.582,1.013,97.294,93.48,2.399
2015-04-27,4.021,7.202,0.584,1.013,97.294,93.48,2.376
2015-04-28,3.959,6.979,0.582,1.013,97.294,93.48,2.398
2015-04-29,3.985,7.137,0.583,1.013,97.294,93.48,2.411
2015-04-30,3.975,7.184,0.58,1.013,97.294,93.48,2.409
2015-05-04,4.001,7.234,0.58,1.013,97.294,93.48,2.385
2015-05-05,3.82,6.954,0.583,1.013,97.294,93.48,2.381
2015-05-06,3.772,6.831,0.576,1.013,97.294,93.48,2.383
2015-05-07,3.693,6.683,0.575,1.013,97.294,93.48,2.358
2015-05-08,3.762,6.989,0.578,1.013,97.294,93.48,2.369
2015-05-11,3.911,7.368,0.582,1.013,97.294,93.48,2.377
2015-05-12,3.965,7.457,0.581,1.013,97.294,93.48,2.376
2015-05-13,3.921,7.528,0.58,1.013,97.294,93.48,2.384
2015-05-14,3.91,7.497,0.578,1.013,97.294,93.48,2.42
2015-05-15,3.824,7.453,0.582,1.013,97.294,93.48,2.425
2015-05-18,3.79,7.599,0.582,1.013,97.294,93.48,2.452
2015-05-19,3.947,7.798,0.585,1.013,97.294,93.48,2.433
2015-05-20,3.969,7.935,0.584,1.013,97.294,93.48,2.406
2015-05-21,4.066,8.306,0.583,1.013,97.294,93.48,2.407
2015-05-22,4.17,8.422,0.586,1.013,97.294,93.48,2.411
2015-05-25,4.326,8.579,0.585,1.013,97.294,93.48,2.423
2015-05-26,4.401,8.93,0.585,1.013,97.294,93.48,2.41
2015-05-27,4.401,9.031,0.582,1.013,97.294,93.48,2.394
2015-05-28,4.051,8.432,0.584,1.013,97.294,93.48,2.391
2015-05-29,4.054,8.609,0.585,1.013,97.294,93.48,2.381
2015-06-01,4.306,9.17,0.582,1.013,97.294,93.48,2.385
2015-06-02,4.392,9.42,0.582,1.013,97.294,93.48,2.379
2015-06-03,4.349,9.354,0.579,1.013,97.294,93.48,2.37
2015-06-04,4.407,9.372,0.583,1.013,97.294,93.48,2.363
2015-06-05,4.415,9.598,0.581,1.013,97.294,93.48,2.368
2015-06-08,4.542,9.4,0.582,1.013,97.294,93.48,2.369
2015-06-09,4.499,9.455,0.578,1.013,97.294,93.48,2.366
2015-06-10,4.494,9.617,0.58,1.013,97.294,93.48,2.371
2015-06-11,4.495,9.8,0.584,1.013,97.294,93.48,2.371
2015-06-12,4.534,9.975,0.585,1.013,97.294,93.48,2.375
2015-06-15,4.407,9.743,0.579,1.013,97.294,93.48,2.372
2015-06-16,4.271,9.351,0.577,1.013,97.294,93.48,2.368
2015-06-17,4.346,9.565,0.577,1.013,97.294,93.48,2.361
2015-06-18,4.145,9.228,0.578,1.013,97.294,93.48,2.36
2015-06-19,3.839,8.614,0.58,1.013,97.294,93.48,2.364
2015-06-23,4.002,8.612,0.583,1.013,97.294,93.48,2.354
2015-06-24,4.107,8.751,0.585,1.013,97.294,93.48,2.363
2015-06-25,3.932,8.471,0.582,1.013,97.294,93.48,2.359
2015-06-26,3.582,7.599,0.58,1.013,97.294,93.48,2.353
2015-06-29,3.418,7.141,0.58,1.013,97.294,93.48,2.355
2015-06-30,3.72,7.701,0.571,1.013,97.294,93.48,2.346
2015-07-01,3.433,7.061,0.572,1.013,97.294,93.48,2.349
2015-07-02,3.344,6.745,0.575,1.013,97.294,93.48,2.33
2015-07-03,3.155,6.229,0.575,1.013,97.294,93.48,2.312
2015-07-06,3.261,6.229,0.573,1.013,97.294,93.48,2.33
2015-07-07,3.084,5.724,0.572,1.013,97.294,93.48,2.313
2015-07-08,2.699,5.128,0.56,1.013,97.294,93.48,2.236
2015-07-09,3.045,5.665,0.559,1.013,97.294,93.48,2.315
2015-07-10,3.425,6.255,0.562,1.013,97.294,93.48,2.301
2015-07-13,3.47,6.904,0.567,1.013,97.294,93.48,2.31
2015-07-14,3.39,6.645,0.579,1.013,97.294,93.48,2.309
2015-07-15,3.181,6.048,0.583,1.013,97.294,93.48,2.307
2015-07-16,3.272,6.387,0.58,1.013,97.294,93.48,2.299
2015-07-17,3.436,6.812,0.586,1.013,97.294,93.48,2.299
2015-07-20,3.424,6.844,0.587,1.013,97.294,93.48,2.243
2015-07-21,3.45,6.959,0.591,1.013,97.294,93.48,2.226
2015-07-22,3.43,7.056,0.588,1.013,97.294,93.48,2.204
2015-07-23,3.544,7.313,0.59,1.013,97.294,93.48,2.209
2015-07-24,3.454,7.156,0.589,1.013,97.294,93.48,2.186
2015-07-27,3.039,6.508,0.576,1.013,97.294,93.48,2.213
2015-07-28,3.083,6.483,0.576,1.013,97.294,93.48,2.192
2015-07-29,3.224,6.874,0.583,1.013,97.294,93.48,2.197
2015-07-30,3.087,6.617,0.588,1.013,97.294,93.48,2.18
2015-07-31,3.087,6.542,0.589,1.013,97.294,93.48,2.167
2015-08-03,3.088,6.314,0.588,1.013,97.294,93.48,2.189
2015-08-04,3.241,6.795,0.585,1.013,97.294,93.48,2.18
2015-08-05,3.152,6.649,0.586,1.013,97.294,93.48,2.177
2015-08-06,3.109,6.607,0.588,1.013,97.294,93.48,2.177
2015-08-07,3.189,6.834,0.583,1.013,97.294,93.48,2.187
2015-08-10,3.384,7.23,0.584,1.013,97.294,93.48,2.195
2015-08-11,3.335,7.204,0.6,1.013,97.294,93.48,2.251
2015-08-12,3.293,7.082,0.6,1.013,97.294,93.48,2.327
2015-08-13,3.348,7.261,0.606,1.013,97.294,93.48,2.315
2015-08-14,3.338,7.333,0.606,1.013,97.294,93.48,2.299
2015-08-17,3.345,7.548,0.613,1.013,97.294,93.48,2.301
2015-08-18,3.063,6.883,0.616,1.013,97.294,93.48,2.302
2015-08-19,3.151,7.123,0.613,1.013,97.294,93.48,2.31
2015-08-20,3.051,6.835,0.608,1.013,97.294,93.48,2.346
2015-08-21,2.861,6.481,0.596,1.013,97.294,93.48,2.39
2015-08-24,2.499,5.809,0.562,1.013,97.294,93.48,2.381
2015-08-25,2.219,5.204,0.555,1.013,97.294,93.48,2.368
2015-08-26,2.303,5.204,0.557,1.013,97.294,93.48,2.349
2015-08-27,2.493,5.435,0.571,1.013,97.294,93.48,2.322
2015-08-28,2.638,5.776,0.581,1.013,97.294,93.48,2.333
2015-08-31,2.631,5.541,0.579,1.013,97.294,93.48,2.339
2015-09-01,2.618,5.143,0.569,1.013,97.294,93.48,2.354
2015-09-02,2.608,5.008,0.565,1.013,97.294,93.48,2.351
2015-09-07,2.525,5.136,0.565,1.013,97.294,93.48,2.313
2015-09-08,2.614,5.431,0.569,1.013,97.294,93.48,2.303
2015-09-09,2.678,5.594,0.576,1.013,97.294,93.48,2.313
2015-09-10,2.617,5.443,0.569,1.013,97.294,93.48,2.286
2015-09-11,2.624,5.486,0.57,1.013,97.294,93.48,2.287
2015-09-14,2.505,4.997,0.574,1.013,97.294,93.48,2.282
2015-09-15,2.409,4.737,0.57,1.013,97.294,93.48,2.28
2015-09-16,2.581,5.165,0.577,1.013,97.294,93.48,2.277
2015-09-17,2.516,5.037,0.582,1.013,97.294,93.48,2.305
2015-09-18,2.515,5.108,0.58,1.013,97.294,93.48,2.318
2015-09-21,2.575,5.342,0.571,1.013,97.294,93.48,2.347
2015-09-22,2.601,5.318,0.574,1.013,97.294,93.48,2.333
2015-09-23,2.523,5.236,0.567,1.013,97.294,93.48,2.326
2015-09-24,2.551,5.312,0.567,1.013,97.294,93.48,2.344
2015-09-25,2.479,5.103,0.566,1.013,97.294,93.48,2.359
2015-09-28,2.498,5.252,0.564,1.013,97.294,93.48,2.345
2015-09-29,2.435,5.195,0.549,1.013,97.294,93.48,2.314
2015-09-30,2.457,5.2,0.553,1.013,97.294,93.48,2.314
2015-10-08,2.573,5.425,0.575,1.013,97.294,93.48,2.346
2015-10-09,2.615,5.492,0.581,1.013,97.294,93.48,2.35
2015-10-12,2.756,5.739,0.583,1.013,97.294,93.48,2.375
2015-10-13,2.731,5.793,0.582,1.013,97.294,93.48,2.361
2015-10-14,2.693,5.742,0.579,1.013,97.294,93.48,2.397
2015-10-15,2.782,5.965,0.58,1.013,97.294,93.48,2.407
2015-10-16,2.831,6.028,0.584,1.013,97.294,93.48,2.402
2015-10-19,2.825,6.064,0.587,1.013,97.294,93.48,2.398
2015-10-20,2.872,6.126,0.589,1.013,97.294,93.48,2.393
2015-10-21,2.763,5.756,0.587,1.013,97.294,93.48,2.399
2015-10-22,2.808,5.967,0.586,1.013,97.294,93.48,2.389
2015-10-23,2.871,6.133,0.596,1.013,97.294,93.48,2.403
2015-10-26,2.877,6.13,0.6,1.013,97.294,93.48,2.387
2015-10-27,2.879,6.187,0.601,1.013,97.294,93.48,2.394
2015-10-28,2.815,6.008,0.6,1.013,97.294,93.48,2.406
2015-10-29,2.82,6.077,0.606,1.013,97.294,93.48,2.384
2015-10-30,2.821,6.072,0.606,1.013,97.294,93.48,2.351
2015-11-02,2.761,5.945,0.603,1.013,97.294,93.48,2.34
2015-11-03,2.734,5.915,0.61,1.013,97.294,93.48,2.327
2015-11-04,2.944,6.318,0.611,1.013,97.294,93.48,2.301
2015-11-05,3.003,6.299,0.61,1.013,97.294,93.48,2.281
2015-11-06,3.093,6.459,0.609,1.013,97.294,93.48,2.282
2015-11-09,3.133,6.538,0.611,1.013,97.294,93.48,2.25
2015-11-10,3.122,6.542,0.605,1.013,97.294,93.48,2.25
2015-11-11,3.117,6.676,0.605,1.013,97.294,93.48,2.249
2015-11-12,3.077,6.697,0.605,1.013,97.294,93.48,2.243
2015-11-13,3.04,6.555,0.597,1.013,97.294,93.48,2.23
2015-11-16,3.062,6.726,0.59,1.013,97.294,93.48,2.26
2015-11-17,3.048,6.613,0.601,1.013,97.294,93.48,2.226
2015-11-18,3.015,6.508,0.598,1.013,97.294,93.48,2.212
2015-11-19,3.072,6.726,0.61,1.013,97.294,93.48,2.221
2015-11-20,3.061,6.786,0.612,1.013,97.294,93.48,2.234
2015-11-23,3.042,6.71,0.613,1.013,97.294,93.48,2.212
2015-11-24,3.045,6.793,0.612,1.013,97.294,93.48,2.212
2015-11-25,3.068,6.89,0.611,1.013,97.294,93.48,2.226
2015-11-26,3.05,6.825,0.613,1.013,97.294,93.48,2.217
2015-11-27,2.844,6.402,0.612,1.013,97.294,93.48,2.206
2015-11-30,2.845,6.396,0.615,1.013,97.294,93.48,2.183
2015-12-01,2.873,6.44,0.614,1.013,97.294,93.48,2.216
2015-12-02,3.029,6.442,0.619,1.013,97.294,93.48,2.208
2015-12-03,3.037,6.557,0.613,1.013,97.294,93.48,2.182
2015-12-04,2.965,6.47,0.604,1.013,97.294,93.48,2.2
2015-12-07,2.971,6.582,0.614,1.013,97.294,93.48,2.24
2015-12-08,2.917,6.418,0.611,1.013,97.294,93.48,2.225
2015-12-09,2.922,6.366,0.609,1.013,97.294,93.48,2.231
2015-12-10,2.915,6.342,0.606,1.013,97.294,93.48,2.23
2015-12-11,2.897,6.298,0.608,1.013,97.294,93.48,2.23
2015-12-14,3.009,6.443,0.599,1.013,97.294,93.48,2.242
2015-12-15,2.973,6.463,0.602,1.013,97.294,93.48,2.225
2015-12-16,2.974,6.518,0.606,1.013,97.294,93.48,2.227
2015-12-17,3.044,6.713,0.614,1.013,97.294,93.48,2.228
2015-12-18,3.058,6.668,0.606,1.013,97.294,93.48,2.217
2015-12-21,3.158,6.765,0.601,1.013,97.294,93.48,2.238
2015-12-22,3.163,6.827,0.604,1.013,97.294,93.48,2.249
2015-12-23,3.158,6.734,0.606,1.013,97.294,93.48,2.244
2015-12-24,3.111,6.736,0.612,1.013,97.294,93.48,2.245
2015-12-25,3.131,6.766,0.614,1.013,97.294,93.48,2.25
2015-12-28,3.014,6.598,0.612,1.013,97.294,93.48,2.244
2015-12-29,3.049,6.67,0.613,1.013,97.294,93.48,2.248
2015-12-30,3.048,6.724,0.617,1.013,97.294,93.48,2.245
2015-12-31,3.014,6.603,0.617,1.013,97.294,93.48,2.232
2016-01-04,2.771,6.039,0.614,1.013,97.294,93.48,2.251
2016-01-05,2.763,5.978,0.606,1.013,97.294,93.48,2.27
2016-01-06,2.818,6.109,0.607,1.013,97.294,93.48,2.289
2016-01-07,2.72,5.541,0.601,1.013,97.294,93.48,2.339
2016-01-08,2.644,5.656,0.596,1.013,97.294,93.48,2.338
2016-01-11,2.469,5.277,0.587,1.013,97.294,93.48,2.347
2016-01-12,2.492,5.268,0.59,1.013,97.294,93.48,2.318
2016-01-13,2.447,5.097,0.59,1.013,97.294,93.48,2.3
2016-01-14,2.501,5.276,0.582,1.013,97.294,93.48,2.317
2016-01-15,2.405,5.064,0.586,1.013,97.294,93.48,2.304
2016-01-18,2.407,5.14,0.582,1.013,97.294,93.48,2.313
2016-01-19,2.498,5.312,0.59,1.013,97.294,93.48,2.311
2016-01-20,2.456,5.266,0.579,1.013,97.294,93.48,2.329
2016-01-21,2.365,5.077,0.573,1.013,97.294,93.48,2.35
2016-01-22,2.395,5.147,0.585,1.013,97.294,93.48,2.335
2016-01-25,2.407,5.187,0.581,1.013,97.294,93.48,2.339
2016-01-26,2.231,4.853,0.568,1.013,97.294,93.48,2.379
2016-01-27,2.199,4.728,0.575,1.013,97.294,93.48,2.375
2016-01-28,2.136,4.52,0.57,1.013,97.294,93.48,2.361
2016-01-29,2.217,4.687,0.577,1.013,97.294,93.48,2.363
2016-02-01,2.185,4.632,0.583,1.013,97.294,93.48,2.383
2016-02-02,2.247,4.804,0.584,1.013,97.294,93.48,2.389
2016-02-03,2.233,4.83,0.583,1.013,97.294,93.48,2.399
2016-02-04,2.272,4.915,0.599,1.013,97.294,93.48,2.421
2016-02-05,2.237,4.879,0.597,1.013,97.294,93.48,2.451
2016-02-15,2.226,4.887,0.591,1.013,97.294,93.48,2.547
2016-02-16,2.309,5.098,0.594,1.013,97.294,93.48,2.512
2016-02-17,2.34,5.15,0.59,1.013,97.294,93.48,2.533
2016-02-18,2.336,5.124,0.59,1.013,97.294,93.48,2.537
2016-02-19,2.328,5.145,0.589,1.013,97.294,93.48,2.574
2016-02-22,2.391,5.264,0.588,1.013,97.294,93.48,2.555
2016-02-23,2.367,5.237,0.589,1.013,97.294,93.48,2.557
2016-02-24,2.39,5.263,0.585,1.013,97.294,93.48,2.577
2016-02-25,2.192,4.814,0.585,1.013,97.294,93.48,2.614
2016-02-26,2.22,4.86,0.594,1.013,97.294,93.48,2.612
2016-02-29,2.151,4.544,0.594,1.013,97.294,93.48,2.587
2016-03-01,2.205,4.686,0.592,1.013,97.294,93.48,2.626
2016-03-02,2.336,4.955,0.603,1.013,97.294,93.48,2.595
2016-03-03,2.329,4.95,0.602,1.013,97.294,93.48,2.617
2016-03-04,2.366,4.797,0.603,1.013,97.294,93.48,2.651
2016-03-07,2.39,4.939,0.606,1.013,97.294,93.48,2.649
2016-03-08,2.379,4.97,0.602,1.013,97.294,93.48,2.662
2016-03-09,2.333,4.826,0.598,1.013,97.294,93.48,2.634
2016-03-10,2.292,4.735,0.598,1.013,97.294,93.48,2.618
2016-03-11,2.286,4.734,0.598,1.013,97.294,93.48,2.651
2016-03-14,2.351,4.923,0.606,1.013,97.294,93.48,2.624
2016-03-15,2.341,4.853,0.604,1.013,97.294,93.48,2.572
2016-03-16,2.361,4.798,0.604,1.013,97.294,93.48,2.591
2016-03-17,2.411,4.963,0.606,1.013,97.294,93.48,2.617
2016-03-18,2.455,5.17,0.607,1.013,97.294,93.48,2.617
2016-03-21,2.525,5.28,0.612,1.013,97.294,93.48,2.576
2016-03-22,2.503,5.254,0.61,1.013,97.294,93.48,2.597
2016-03-23,2.509,5.307,0.611,1.013,97.294,93.48,2.57
2016-03-24,2.459,5.196,0.606,1.013,97.294,93.48,2.534
2016-03-25,2.472,5.265,0.607,1.013,97.294,93.48,2.549
2016-03-28,2.442,5.218,0.605,1.013,97.294,93.48,2.541
2016-03-29,2.416,5.124,0.604,1.013,97.294,93.48,2.547
2016-03-30,2.502,5.382,0.609,1.013,97.294,93.48,2.57
2016-03-31,2.496,5.337,0.609,1.013,97.294,93.48,2.548
2016-04-01,2.506,5.319,0.608,1.013,97.294,93.48,2.564
2016-04-05,2.537,5.447,0.61,1.013,97.294,93.48,2.552
2016-04-06,2.531,5.482,0.609,1.013,97.294,93.48,2.554
2016-04-07,2.491,5.412,0.612,1.013,97.294,93.48,2.553
2016-04-08,2.464,5.361,0.61,1.013,97.294,93.48,2.57
2016-04-11,2.499,5.461,0.612,1.013,97.294,93.48,2.593
2016-04-12,2.495,5.434,0.611,1.013,97.294,93.48,2.607
2016-04-13,2.536,5.524,0.613,1.013,97.294,93.48,2.584
2016-04-14,2.548,5.562,0.617,1.013,97.294,93.48,2.563
2016-04-15,2.551,5.555,0.617,1.013,97.294,93.48,2.562
2016-04-18,2.505,5.455,0.616,1.013,97.294,93.48,2.564
2016-04-19,2.509,5.465,0.62,1.013,97.294,93.48,2.588
2016-04-20,2.453,5.214,0.621,1.013,97.294,93.48,2.594
2016-04-21,2.438,5.17,0.625,1.013,97.294,93.48,2.626
2016-04-22,2.452,5.203,0.624,1.013,97.294,93.48,2.592
2016-04-25,2.442,5.176,0.621,1.013,97.294,93.48,2.578
2016-04-26,2.46,5.246,0.624,1.013,97.294,93.48,2.573
2016-04-27,2.445,5.218,0.626,1.013,97.294,93.48,2.601
2016-04-28,2.443,5.174,0.628,1.013,97.294,93.48,2.613
2016-04-29,2.439,5.182,0.62,1.013,97.294,93.48,2.66
2016-05-03,2.5,5.355,0.623,1.013,97.294,93.48,2.702
2016-05-04,2.488,5.355,0.616,1.013,97.294,93.48,2.677
2016-05-05,2.488,5.395,0.613,1.013,97.294,93.48,2.675
2016-05-06,2.415,5.173,0.613,1.013,97.294,93.48,2.68
2016-05-09,2.351,4.976,0.625,1.013,97.294,93.48,2.67
2016-05-10,2.348,4.959,0.623,1.013,97.294,93.48,2.657
2016-05-11,2.36,4.949,0.628,1.013,97.294,93.48,2.669
2016-05-12,2.371,4.951,0.625,1.013,97.294,93.48,2.66
2016-05-13,2.36,4.934,0.621,1.013,97.294,93.48,2.682
2016-05-16,2.372,5.027,0.618,1.013,97.294,93.48,2.695
2016-05-17,2.367,5.019,0.621,1.013,97.294,93.48,2.682
2016-05-18,2.347,4.874,0.616,1.013,97.294,93.48,2.681
2016-05-19,2.341,4.9,0.616,1.013,97.294,93.48,2.64
2016-05-20,2.361,4.969,0.615,1.013,97.294,93.48,2.638
2016-05-23,2.366,5.025,0.618,1.013,97.294,93.48,2.635
2016-05-24,2.347,4.977,0.616,1.013,97.294,93.48,2.623
2016-05-25,2.345,4.945,0.624,1.013,97.294,93.48,2.581
2016-05-26,2.345,4.97,0.627,1.013,97.294,93.48,2.591
2016-05-27,2.347,4.975,0.628,1.013,97.294,93.48,2.58
2016-05-30,2.349,4.951,0.64,1.013,97.294,93.48,2.554
2016-05-31,2.456,5.18,0.641,1.013,97.294,93.48,2.576
2016-06-01,2.443,5.182,0.64,1.013,97.294,93.48,2.579
2016-06-02,2.446,5.226,0.639,1.013,97.294,93.48,2.581
2016-06-03,2.483,5.259,0.637,1.013,97.294,93.48,2.574
2016-06-06,2.464,5.273,0.633,1.013,97.294,93.48,2.621
2016-06-07,2.464,5.267,0.635,1.013,97.294,93.48,2.625
2016-06-08,2.46,5.252,0.637,1.013,97.294,93.48,2.646
2016-06-13,2.356,4.987,0.629,1.013,97.294,93.48,2.724
2016-06-14,2.369,5.011,0.63,1.013,97.294,93.48,2.717
2016-06-15,2.41,5.179,0.633,1.013,97.294,93.48,2.73
2016-06-16,2.391,5.158,0.631,1.013,97.294,93.48,2.777
2016-06-17,2.404,5.2,0.633,1.013,97.294,93.48,2.715
2016-06-20,2.405,5.207,0.638,1.013,97.294,93.48,2.717
2016-06-21,2.398,5.142,0.638,1.013,97.294,93.48,2.712
2016-06-22,2.417,5.245,0.635,1.013,97.294,93.48,2.675
2016-06-23,2.407,5.214,0.636,1.013,97.294,93.48,2.681
2016-06-24,2.374,5.135,0.63,1.013,97.294,93.48,2.805
2016-06-27,2.413,5.289,0.63,1.013,97.294,93.48,2.828
2016-06-28,2.429,5.341,0.628,1.013,97.294,93.48,2.817
2016-06-29,2.443,5.342,0.632,1.013,97.294,93.48,2.83
2016-06-30,2.448,5.345,0.643,1.013,97.294,93.48,2.818
2016-07-01,2.445,5.337,0.647,1.013,97.294,93.48,2.858
2016-07-04,2.498,5.448,0.642,1.013,97.294,93.48,2.899
2016-07-05,2.506,5.477,0.641,1.013,97.294,93.48,2.89
2016-07-06,2.522,5.511,0.642,1.013,97.294,93.48,2.947
2016-07-07,2.526,5.534,0.647,1.013,97.294,93.48,2.936
2016-07-08,2.514,5.511,0.65,1.013,97.294,93.48,2.916
2016-07-11,2.522,5.526,0.66,1.013,97.294,93.48,2.942
2016-07-12,2.604,5.598,0.667,1.013,97.294,93.48,2.919
2016-07-13,2.611,5.639,0.671,1.013,97.294,93.48,2.892
2016-07-14,2.606,5.659,0.669,1.013,97.294,93.48,2.872
2016-07-15,2.61,5.645,0.679,1.013,97.294,93.48,2.875
2016-07-18,2.598,5.622,0.674,1.013,97.294,93.48,2.865
2016-07-19,2.581,5.62,0.683,1.013,97.294,93.48,2.87
2016-07-20,2.574,5.61,0.681,1.013,97.294,93.48,2.858
2016-07-21,2.592,5.638,0.696,1.013,97.294,93.48,2.83
2016-07-22,2.563,5.601,0.689,1.013,97.294,93.48,2.844
2016-07-25,2.562,5.61,0.698,1.013,97.294,93.48,2.83
2016-07-26,2.604,5.692,0.7,1.013,97.294,93.48,2.834
2016-07-27,2.543,5.431,0.696,1.013,97.294,93.48,2.836
2016-07-28,2.552,5.458,0.691,1.013,97.294,93.48,2.876
2016-07-29,2.541,5.417,0.71,1.013,97.294,93.48,2.859
2016-08-01,2.514,5.333,0.705,1.013,97.294,93.48,2.877
2016-08-02,2.522,5.387,0.71,1.013,97.294,93.48,2.895
2016-08-03,2.526,5.406,0.698,1.013,97.294,93.48,2.912
2016-08-04,2.536,5.44,0.695,1.013,97.294,93.48,2.881
2016-08-05,2.549,5.422,0.694,1.013,97.294,93.48,2.918
2016-08-08,2.576,5.5,0.702,1.013,97.294,93.48,2.857
2016-08-09,2.591,5.558,0.702,1.013,97.294,93.48,2.855
2016-08-10,2.581,5.529,0.7,1.013,97.294,93.48,2.896
2016-08-11,2.577,5.434,0.697,1.013,97.294,93.48,2.871
2016-08-12,2.635,5.514,0.694,1.013,97.294,93.48,2.87
2016-08-15,2.734,5.634,0.695,1.013,97.294,93.48,2.864
2016-08-16,2.724,5.661,0.693,1.013,97.294,93.48,2.875
2016-08-17,2.716,5.675,0.687,1.013,97.294,93.48,2.861
